Stofnaam	CAS-nummer	EG-nummer	Aquo-code	SIKB-id	Categorie	Compartiment	Norm	Waarde	Eenheid	Normwaardestatus.code	Normwaardestatus.omschrijving	Achtergrondconcentratie.code	Achtergrondconcentratie.omschrijving	Toelichtende voetnoot 1	Toelichtende voetnoot 2	Toelichtende voetnoot 3	Toelichtende voetnoot 4	Norm.code	Norm.omschrijving	Normsubgroup.code	Normsubgroup.omschrijving	Compartiment.code	Compartiment.omschrijving	Compartimentsubgroep.code	Compartimentsubgroep.omschrijving	Grootheid.code	Grootheid.omschrijving	Hoedanigheid.code	Hoedanigheid.omschrijving	Waardebewerkingsmethode.code 	Waardebewerkingsmethode.omschrijving	Geldigheid.begindatum	Geldigheid.einddatum	
thiofanoxsulfoxide	39184-27-5		tofnSO	1560	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	2100	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
thiometon	640-15-3	211-362-6	tomtn	1561	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,005	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
thioureum	62-56-6	200-543-5	tourm	4886	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	6,5	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
thiram	137-26-8	205-286-2	thirm	2012	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	1,69		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
thiram	137-26-8	205-286-2	thirm	2012	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	32	ng/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
thiram	137-26-8	205-286-2	thirm	2012	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	32	ng/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
thorium	7440-29-1	231-139-7	Th	1563	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR			NBV	Niet beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
tin	7440-31-5	231-141-8	Sn	1564	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	5,57		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
tin	7440-31-5	231-141-8	Sn	1564	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren achtergrondconcentratie (opgelost)	0,0002	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					AC	Achtergrondconcentratie	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren 	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	NVT	Niet van toepassing			
tin	7440-31-5	231-141-8	Sn	1564	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk JG-MKN (opgelost)	0,6	µg/l	NR	Uit regelgeving	EXCLAC	Exclusief achtergrondconcentratie	Correctie voor achtergrondconcentratie mogelijk				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
tin	7440-31-5	231-141-8	Sn	1564	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk MAC-MKN (opgelost)	36	µg/l	NR	Uit regelgeving	EXCLAC	Exclusief achtergrondconcentratie	Correctie voor achtergrondconcentratie mogelijk				MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	MAX	Maximum			
titanium	7440-32-6	231-142-3	Ti	1565	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	3,62		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
titanium	7440-32-6	231-142-3	Ti	1565	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk JG-MKN (opgelost)	20	µg/l	NR	Uit regelgeving	EXCLAC	Exclusief achtergrondconcentratie	Correctie voor achtergrondconcentratie mogelijk				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
titanium	7440-32-6	231-142-3	Ti	1565	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk MAC-MKN (opgelost)			NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	Niet afgeleid, geen/onvoldoende gegevens.				MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	MAX	Maximum			
tolclofos-methyl	57018-04-9	260-515-3	tolcfsC1y	1567	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	2,37		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
tolclofos-methyl	57018-04-9	260-515-3	tolcfsC1y	1567	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk JG-MKN (totaal)	1,2	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
tolclofos-methyl	57018-04-9	260-515-3	tolcfsC1y	1567	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk MAC-MKN (totaal)	7,1	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
tolclofos-methyl	57018-04-9	260-515-3	tolcfsC1y	1567	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (opgelost)	1,2	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
tolueen	108-88-3	203-625-9	Tol	1568	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	1,32		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
tolueen	108-88-3	203-625-9	Tol	1568	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (totaal)	74	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
tolueen	108-88-3	203-625-9	Tol	1568	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (totaal)	550	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
tolueensulfonamide	1333-07-9	215-578-1	TSA	5020	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	80	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
tolylfluanide	731-27-1	211-986-9	tolfande	2235	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,5	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
toxafeen	8001-35-2	232-283-3	toxafn	450	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	2,67E-05	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
transfluthrin	118712-89-3		tftn	4845	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	7e-005	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
triadimefon	43121-43-3	256-103-8	Tadmfn	1586	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,91	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
triadimenol	55219-65-3	259-537-6	Tadmnl	2297	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	3,2	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
tri-allaat	2303-17-5	218-962-7	Talt	4773	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	2,19		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
tri-allaat	2303-17-5	218-962-7	Talt	4773	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	1900	ng/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
tri-allaat	2303-17-5	218-962-7	Talt	4773	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	1900	ng/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
triamifos	1031-47-6		Tamfs	4774	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,0191	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
triasulfuron	82097-50-5		Tasfrn	4777	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	6,8e-005	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
triazamaat	112143-82-5	411-650-3	Tazmt	4780	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,048	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
triazofos	24017-47-8	245-986-5	Tazfs	1589	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	1,57-1,67		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
triazofos	24017-47-8	245-986-5	Tazfs	1589	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk JG-MKN (totaal)	1	ng/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
triazofos	24017-47-8	245-986-5	Tazfs	1589	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk MAC-MKN (totaal)	20	ng/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
triazofos	24017-47-8	245-986-5	Tazfs	1589	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (opgelost)	1	ng/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
triazofos	24017-47-8	245-986-5	Tazfs	1589	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (opgelost)	20	ng/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	MAX	Maximum			
tribenuronmethyl	101200-48-0		TbnrC1y	4785	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief JG-MKN (opgelost)	0,024	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
tribenuronmethyl	101200-48-0		TbnrC1y	4785	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief JG-MKN (totaal)	0,024	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
tribenuronmethyl	101200-48-0		TbnrC1y	4785	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MAC-MKN (opgelost)	0,030	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	MAX	Maximum			
tribenuronmethyl	101200-48-0		TbnrC1y	4785	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MAC-MKN (totaal)	0,030	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
tribroommethaan	75-25-2	200-854-6	TBrC1a	1590	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	11,3	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
tributylfosfaat	126-73-8	204-800-2	TC4yPO4	1591	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk JG-MKN (totaal)	66	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
tributylfosfaat	126-73-8	204-800-2	TC4yPO4	1591	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk MAC-MKN (totaal)	170	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
tributylfosfaat	126-73-8	204-800-2	TC4yPO4	1591	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (opgelost)	66	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
tributylfosfaat	126-73-8	204-800-2	TC4yPO4	1591	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (opgelost)	170	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	MAX	Maximum			
tributyltin verbindingen					Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk JG-MKN (totaal)	0,0002	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	datum van realisatie van de milieukwaliteitseis: 22 december 2015 				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
tributyltin verbindingen					Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk MAC-MKN (totaal)	0,0015	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	datum van realisatie van de milieukwaliteitseis: 22 december 2015 				MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
tributyltin-kation	36643-28-4		TC4ySn	1712	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	3,17		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
tributyltin-kation	36643-28-4		TC4ySn	1712	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk JG-MKN (totaal)	0,0002	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	datum van realisatie van de milieukwaliteitseis: 22 december 2015 				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
tributyltin-kation	36643-28-4		TC4ySn	1712	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk MAC-MKN (totaal)	0,0015	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	datum van realisatie van de milieukwaliteitseis: 22 december 2015 				MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
trichloorbenzenen	12002-48-1	234-413-4	TClBen	4807	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	2,38		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
trichloorbenzenen	12002-48-1	234-413-4	TClBen	4807	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk JG-MKN (totaal)	0,4	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	datum van realisatie van de milieukwaliteitseis: 22 december 2015 				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
trichloorbenzenen	12002-48-1	234-413-4	TClBen	4807	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk MAC-MKN (totaal)			NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	Niet van toepassing				MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
trichlooretheen	79-01-6	201-167-4	TClC2e	1598	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	1,11		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
trichlooretheen	79-01-6	201-167-4	TClC2e	1598	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk JG-MKN (totaal)	10	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	datum van realisatie van de milieukwaliteitseis: 22 december 2015 				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
trichlooretheen	79-01-6	201-167-4	TClC2e	1598	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk MAC-MKN (totaal)			NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	Niet van toepassing				MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
