Stofnaam	CAS-nummer	EG-nummer	Aquo-code	SIKB-id	Categorie	Compartiment	Norm	Waarde	Eenheid	Normwaardestatus.code	Normwaardestatus.omschrijving	Achtergrondconcentratie.code	Achtergrondconcentratie.omschrijving	Toelichtende voetnoot 1	Toelichtende voetnoot 2	Toelichtende voetnoot 3	Toelichtende voetnoot 4	Norm.code	Norm.omschrijving	Normsubgroup.code	Normsubgroup.omschrijving	Compartiment.code	Compartiment.omschrijving	Compartimentsubgroep.code	Compartimentsubgroep.omschrijving	Grootheid.code	Grootheid.omschrijving	Hoedanigheid.code	Hoedanigheid.omschrijving	Waardebewerkingsmethode.code 	Waardebewerkingsmethode.omschrijving	Geldigheid.begindatum	Geldigheid.einddatum	
etaconazool	60207-93-4	262-107-0	etcnzl	3726	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,25	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
eta-hexachloorcyclohexaan	6108-12-9		hHCH	5046	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR			NBV	Niet beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
ethaandial	107-22-2	203-474-9	glyoxl	3883	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	1,76E-01	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
ethanol	64-17-5	200-578-6	C2OH	716	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	400	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
etheen	74-85-1	200-815-3	C2e	717	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	0,15		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
etheen	74-85-1	200-815-3	C2e	717	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	8500	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
etheen	74-85-1	200-815-3	C2e	717	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	8500	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
ethenyl ester van neodecaanzuur	51000-52-3	256-905-8	neoC10azetnE	5251	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	2,67E-02	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
ethidimuron	30043-49-3	250-010-6	etdmrn	3727	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	4,4	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
ethinylestradiol	57-63-6	200-342-2	etnetDol	2294	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	2,41		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
ethinylestradiol	57-63-6	200-342-2	etnetDol	2294	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (totaal)	0,016	ng/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
ethinylestradiol	57-63-6	200-342-2	etnetDol	2294	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (totaal)	56	ng/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
ethiofencarb	29973-13-5	249-981-9	etofcb	718	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	20	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
ethion	563-12-2	209-242-3	eton	719	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	1,9E-06	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
ethirimol	23947-60-6	245-949-3	etrml	3736	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	8,83	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
ethofumesaat	26225-79-6	247-525-3	etfmst	721	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	6,4	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
ethoprofos	13194-48-4	236-152-1	etpfs	722	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	0,98		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
ethoprofos	13194-48-4	236-152-1	etpfs	722	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	63	ng/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
ethoprofos	13194-48-4	236-152-1	etpfs	722	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	63	ng/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
ethoxypropylacetaat	98516-30-4	619-360-0			Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief JG-MKN (opgelost)	7,4	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Vastgesteld door het ministerie van Infrastructuur en Waterstaat				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
ethoxypropylacetaat	98516-30-4	619-360-0			Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief JG-MKN (totaal)	7,4	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Vastgesteld door het ministerie van Infrastructuur en Waterstaat				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
ethoxypropylacetaat	98516-30-4	619-360-0			Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MAC-MKN (opgelost)	74	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Vastgesteld door het ministerie van Infrastructuur en Waterstaat				MAC	Maximaal aanvaardbare concentratie	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	MAX	Maximum			
ethoxypropylacetaat	98516-30-4	619-360-0			Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MAC-MKN (totaal)	74	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Vastgesteld door het ministerie van Infrastructuur en Waterstaat				MAC	Maximaal aanvaardbare concentratie	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
ethoxysulfuron	126801-58-9		C2oxsfrn	3346	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,00024	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
ethyl butyraat	105-54-4	203-306-4	C2ybtrt	5236	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	53	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
ethyl tert-butyl ether	637-92-3	211-309-7	2C2ox2C1yC3a	1852	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief JG-MKN (opgelost)	15	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
ethyl tert-butyl ether	637-92-3	211-309-7	2C2ox2C1yC3a	1852	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief JG-MKN (totaal)	15	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
ethyl tert-butyl ether	637-92-3	211-309-7	2C2ox2C1yC3a	1852	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MAC-MKN (opgelost)	370	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	MAX	Maximum			
ethyl tert-butyl ether	637-92-3	211-309-7	2C2ox2C1yC3a	1852	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MAC-MKN (totaal)	370	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
ethyl-4,4'-dichloorbenzilaat	510-15-6	208-110-2	C2y44DClbzlt	477	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,092	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
ethylacetaat	141-78-6	205-500-4	C2yactt	725	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief JG-MKN (opgelost)	48	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Vastgesteld door het ministerie van Infrastructuur en Waterstaat				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
ethylacetaat	141-78-6	205-500-4	C2yactt	725	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief JG-MKN (totaal)	48	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Vastgesteld door het ministerie van Infrastructuur en Waterstaat				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
ethylacetaat	141-78-6	205-500-4	C2yactt	725	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MAC-MKN (opgelost)	11	mg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Vastgesteld door het ministerie van Infrastructuur en Waterstaat				MAC	Maximaal aanvaardbare concentratie	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	MAX	Maximum			
ethylacetaat	141-78-6	205-500-4	C2yactt	725	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MAC-MKN (totaal)	11	mg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Vastgesteld door het ministerie van Infrastructuur en Waterstaat				MAC	Maximaal aanvaardbare concentratie	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
ethylacrylaat	140-88-5	205-438-8	C2yaclt	726	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	2,5	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
ethylamine	75-04-7	200-834-7	C2yAe	727	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	1100	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
ethylbenzeen	100-41-4	202-849-4	C2yBen	728	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	1,3		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
ethylbenzeen	100-41-4	202-849-4	C2yBen	728	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk JG-MKN (totaal)	65	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
ethylbenzeen	100-41-4	202-849-4	C2yBen	728	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk MAC-MKN (totaal)	220	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
ethylbenzeen	100-41-4	202-849-4	C2yBen	728	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (opgelost)	65	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
ethylbenzeen	100-41-4	202-849-4	C2yBen	728	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (opgelost)	220	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	MAX	Maximum			
ethyldipropylthiocarbamaat	759-94-4	212-073-8	EPTC	713	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,32	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
ethyleendiamine	107-15-3	203-468-6	C2yeDAe	2584	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,2	mg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
ethyleendiamine tetra (methyleen fosfonzuur)	1429-50-1	215-851-5	EDTMP	5002	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,42	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
ethyleendiaminetetraethaanzuur	60-00-4	200-449-4	EDTA	730	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (totaal)	2200	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Normen gelden voor som van EDTA en Na4EDTA				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
ethyleendiaminetetraethaanzuur	60-00-4	200-449-4	EDTA	730	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (totaal)	2200	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Normen gelden voor som van EDTA en Na4EDTA				MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
ethyleenoxide	75-21-8	200-849-9	C2yeO	3357	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	-1,32		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
ethyleenoxide	75-21-8	200-849-9	C2yeO	3357	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	84	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
ethyleenoxide	75-21-8	200-849-9	C2yeO	3357	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	84	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
ethyleenthioureum	96-45-7	202-506-9	C2yetourum	733	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief JG-MKN (opgelost)	4,0	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
ethyleenthioureum	96-45-7	202-506-9	C2yetourum	733	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief JG-MKN (totaal)	4,0	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
ethyleenthioureum	96-45-7	202-506-9	C2yetourum	733	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MAC-MKN (opgelost)	110	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	MAX	Maximum			
ethyleenthioureum	96-45-7	202-506-9	C2yetourum	733	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MAC-MKN (totaal)	110	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
ethyllactaat	97-64-3				Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief JG-MKN (opgelost)	320	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
ethyllactaat	97-64-3				Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MAC-MKN (opgelost)	3200	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	MAX	Maximum			
ethyl-p-nitrofenylthiobenzeenfosfenaat	2104-64-5	218-276-8	EPN	3716	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	2,29E-02	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
etofenprox	80844-07-1	407-980-2	etfpx	3730	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,00054	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
